,company_name,name_of_revenue_stream,paid_to,value_reported
0,Chaow Brothers Gemstone,Commercial Tax,Internal Revenue Department,0.0
0,Chaow Brothers Gemstone,Customs Duties,Customs Department,0.0
0,Chaow Brothers Gemstone,Sales Royalties,Internal Revenue Department,0.0
0,Kyay Lin,Sale Split,Myanmar Gems Enterprise,0.0
0,Kyay Lin,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Kyay Lin,Emporium Fees,Central Comittee,386337.6
0,Kyay Lin,Other significant payments,Myanmar Gems Enterprise,0.0
0,Kyay Lin,Production Royalties,Myanmar Gems Enterprise,0.0
0,Kyay Lin,Production Royalties,Department of Mines,335220.0
0,Kyay Lin,Permit Fees,Myanmar Gems Enterprise,570880000.0
0,Kyay Lin,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Kyay Lin,Commercial Tax,Myanmar Gems Enterprise,5444568.66
0,Kyay Lin,Corporate Income Tax,Internal Revenue Department,0.0
0,Kyay Lin,Commercial Tax,Internal Revenue Department,0.0
0,Kyay Lin,Customs Duties,Customs Department,0.0
0,Kyay Lin,Sales Royalties,Internal Revenue Department,0.0
0,Jade Mountain Gems CoLtd,Sale Split,Myanmar Gems Enterprise,1767915487.28
0,Jade Mountain Gems CoLtd,Sales Royalties,Myanmar Gems Enterprise,529773346.98
0,Jade Mountain Gems CoLtd,Emporium Fees,Central Comittee,105016401.2
0,Jade Mountain Gems CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Jade Mountain Gems CoLtd,Production Royalties,Myanmar Gems Enterprise,16486100.0
0,Jade Mountain Gems CoLtd,Production Royalties,Department of Mines,0.0
0,Jade Mountain Gems CoLtd,Permit Fees,Myanmar Gems Enterprise,575000000.0
0,Jade Mountain Gems CoLtd,Incentive Fees,Myanmar Gems Enterprise,68113194.3
0,Jade Mountain Gems CoLtd,Commercial Tax,Myanmar Gems Enterprise,1585329858.9
0,Jade Mountain Gems CoLtd,Corporate Income Tax,Internal Revenue Department,186048501.0
0,Jade Mountain Gems CoLtd,Commercial Tax,Internal Revenue Department,472736790.0
0,Jade Mountain Gems CoLtd,Customs Duties,Customs Department,233631964.0
0,Jade Mountain Gems CoLtd,Sales Royalties,Internal Revenue Department,0.0
0,Phyo Thiha Kyaw Gems,Sale Split,Myanmar Gems Enterprise,1934852507.5
0,Phyo Thiha Kyaw Gems,Sales Royalties,Myanmar Gems Enterprise,590736380.52
0,Phyo Thiha Kyaw Gems,Emporium Fees,Central Comittee,79800373.0
0,Phyo Thiha Kyaw Gems,Other significant payments,Myanmar Gems Enterprise,0.0
0,Phyo Thiha Kyaw Gems,Production Royalties,Myanmar Gems Enterprise,8268660.0
0,Phyo Thiha Kyaw Gems,Production Royalties,Department of Mines,0.0
0,Phyo Thiha Kyaw Gems,Permit Fees,Myanmar Gems Enterprise,25000000.0
0,Phyo Thiha Kyaw Gems,Incentive Fees,Myanmar Gems Enterprise,75951859.0
0,Phyo Thiha Kyaw Gems,Commercial Tax,Myanmar Gems Enterprise,1281317790.04
0,Phyo Thiha Kyaw Gems,Corporate Income Tax,Internal Revenue Department,58365973.0
0,Phyo Thiha Kyaw Gems,Commercial Tax,Internal Revenue Department,141262369.0
0,Phyo Thiha Kyaw Gems,Customs Duties,Customs Department,30985120.0
0,Phyo Thiha Kyaw Gems,Sales Royalties,Internal Revenue Department,0.0
0,Silver Elephant Gems,Sale Split,Myanmar Gems Enterprise,1542713409.84
0,Silver Elephant Gems,Sales Royalties,Myanmar Gems Enterprise,430392064.12
0,Silver Elephant Gems,Emporium Fees,Central Comittee,56654302.94
0,Silver Elephant Gems,Other significant payments,Myanmar Gems Enterprise,0.0
0,Silver Elephant Gems,Production Royalties,Myanmar Gems Enterprise,780251320.0
0,Silver Elephant Gems,Production Royalties,Department of Mines,0.0
0,Silver Elephant Gems,Permit Fees,Myanmar Gems Enterprise,4000000.0
0,Silver Elephant Gems,Incentive Fees,Myanmar Gems Enterprise,55335967.94
0,Silver Elephant Gems,Commercial Tax,Myanmar Gems Enterprise,1034609549.4
0,Silver Elephant Gems,Corporate Income Tax,Internal Revenue Department,41471670.0
0,Silver Elephant Gems,Commercial Tax,Internal Revenue Department,0.0
0,Silver Elephant Gems,Customs Duties,Customs Department,0.0
0,Silver Elephant Gems,Sales Royalties,Internal Revenue Department,0.0
0,Yadanar Yaung Chi Gems CoLtd,Sale Split,Myanmar Gems Enterprise,0.0
0,Yadanar Yaung Chi Gems CoLtd,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Yadanar Yaung Chi Gems CoLtd,Emporium Fees,Central Comittee,256746466.04
0,Yadanar Yaung Chi Gems CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Yadanar Yaung Chi Gems CoLtd,Production Royalties,Myanmar Gems Enterprise,221416920.0
0,Yadanar Yaung Chi Gems CoLtd,Production Royalties,Department of Mines,0.0
0,Yadanar Yaung Chi Gems CoLtd,Permit Fees,Myanmar Gems Enterprise,3536560000.0
0,Yadanar Yaung Chi Gems CoLtd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Yadanar Yaung Chi Gems CoLtd,Commercial Tax,Myanmar Gems Enterprise,3358860249.92
0,Yadanar Yaung Chi Gems CoLtd,Corporate Income Tax,Internal Revenue Department,53690889.0
0,Yadanar Yaung Chi Gems CoLtd,Commercial Tax,Internal Revenue Department,0.0
0,Yadanar Yaung Chi Gems CoLtd,Customs Duties,Customs Department,2765655.0
0,Yadanar Yaung Chi Gems CoLtd,Sales Royalties,Internal Revenue Department,0.0
0,Myanmar Sithu Jewellery,Sale Split,Myanmar Gems Enterprise,1310757298.52
0,Myanmar Sithu Jewellery,Sales Royalties,Myanmar Gems Enterprise,416113385.16
0,Myanmar Sithu Jewellery,Emporium Fees,Central Comittee,55998771.34
0,Myanmar Sithu Jewellery,Other significant payments,Myanmar Gems Enterprise,0.0
0,Myanmar Sithu Jewellery,Production Royalties,Myanmar Gems Enterprise,58654200.0
0,Myanmar Sithu Jewellery,Production Royalties,Department of Mines,0.0
0,Myanmar Sithu Jewellery,Permit Fees,Myanmar Gems Enterprise,0.0
0,Myanmar Sithu Jewellery,Incentive Fees,Myanmar Gems Enterprise,53500408.32
0,Myanmar Sithu Jewellery,Commercial Tax,Myanmar Gems Enterprise,891634244.86
0,Myanmar Sithu Jewellery,Corporate Income Tax,Internal Revenue Department,0.0
0,Myanmar Sithu Jewellery,Commercial Tax,Internal Revenue Department,0.0
0,Myanmar Sithu Jewellery,Customs Duties,Customs Department,0.0
0,Myanmar Sithu Jewellery,Sales Royalties,Internal Revenue Department,0.0
0,Pang Huke Duwa Co Ltd,Sale Split,Myanmar Gems Enterprise,1169299987.7
0,Pang Huke Duwa Co Ltd,Sales Royalties,Myanmar Gems Enterprise,361459157.86
0,Pang Huke Duwa Co Ltd,Emporium Fees,Central Comittee,63867805.14
0,Pang Huke Duwa Co Ltd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Pang Huke Duwa Co Ltd,Production Royalties,Myanmar Gems Enterprise,0.0
0,Pang Huke Duwa Co Ltd,Production Royalties,Department of Mines,120363030.0
0,Pang Huke Duwa Co Ltd,Permit Fees,Myanmar Gems Enterprise,108000000.0
0,Pang Huke Duwa Co Ltd,Incentive Fees,Myanmar Gems Enterprise,46473339.62
0,Pang Huke Duwa Co Ltd,Commercial Tax,Myanmar Gems Enterprise,1045862899.26
0,Pang Huke Duwa Co Ltd,Corporate Income Tax,Internal Revenue Department,66953853.0
0,Pang Huke Duwa Co Ltd,Commercial Tax,Internal Revenue Department,0.0
0,Pang Huke Duwa Co Ltd,Customs Duties,Customs Department,29986697.0
0,Pang Huke Duwa Co Ltd,Sales Royalties,Internal Revenue Department,0.0
0,Kyay Sin Phyu,Sale Split,Myanmar Gems Enterprise,0.0
0,Kyay Sin Phyu,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Kyay Sin Phyu,Emporium Fees,Central Comittee,0.0
0,Kyay Sin Phyu,Other significant payments,Myanmar Gems Enterprise,0.0
0,Kyay Sin Phyu,Production Royalties,Myanmar Gems Enterprise,657000.0
0,Kyay Sin Phyu,Production Royalties,Department of Mines,0.0
0,Kyay Sin Phyu,Permit Fees,Myanmar Gems Enterprise,280505000.0
0,Kyay Sin Phyu,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Kyay Sin Phyu,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Kyay Sin Phyu,Corporate Income Tax,Internal Revenue Department,0.0
0,Kyay Sin Phyu,Commercial Tax,Internal Revenue Department,0.0
0,Kyay Sin Phyu,Customs Duties,Customs Department,0.0
0,Kyay Sin Phyu,Sales Royalties,Internal Revenue Department,0.0
0,SEIN THURA SAN GEMS COMPANY,Sale Split,Myanmar Gems Enterprise,1138297983.52
0,SEIN THURA SAN GEMS COMPANY,Sales Royalties,Myanmar Gems Enterprise,361019543.36
0,SEIN THURA SAN GEMS COMPANY,Emporium Fees,Central Comittee,46416527.9
0,SEIN THURA SAN GEMS COMPANY,Other significant payments,Myanmar Gems Enterprise,0.0
0,SEIN THURA SAN GEMS COMPANY,Production Royalties,Myanmar Gems Enterprise,0.0
0,SEIN THURA SAN GEMS COMPANY,Production Royalties,Department of Mines,5420120.0
0,SEIN THURA SAN GEMS COMPANY,Permit Fees,Myanmar Gems Enterprise,0.0
0,SEIN THURA SAN GEMS COMPANY,Incentive Fees,Myanmar Gems Enterprise,46416527.9
0,SEIN THURA SAN GEMS COMPANY,Commercial Tax,Myanmar Gems Enterprise,774232993.36
0,SEIN THURA SAN GEMS COMPANY,Corporate Income Tax,Internal Revenue Department,1905703.0
0,SEIN THURA SAN GEMS COMPANY,Commercial Tax,Internal Revenue Department,0.0
0,SEIN THURA SAN GEMS COMPANY,Customs Duties,Customs Department,0.0
0,SEIN THURA SAN GEMS COMPANY,Sales Royalties,Internal Revenue Department,0.0
0,Lucky Star,Sale Split,Myanmar Gems Enterprise,0.0
0,Lucky Star,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Lucky Star,Emporium Fees,Central Comittee,148604652.54
0,Lucky Star,Other significant payments,Myanmar Gems Enterprise,0.0
0,Lucky Star,Production Royalties,Myanmar Gems Enterprise,22545100.0
0,Lucky Star,Production Royalties,Department of Mines,0.0
0,Lucky Star,Permit Fees,Myanmar Gems Enterprise,103250000.0
0,Lucky Star,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Lucky Star,Commercial Tax,Myanmar Gems Enterprise,2115688244.9
0,Lucky Star,Corporate Income Tax,Internal Revenue Department,221246275.0
0,Lucky Star,Commercial Tax,Internal Revenue Department,449089228.0
0,Lucky Star,Customs Duties,Customs Department,72467674.0
0,Lucky Star,Sales Royalties,Internal Revenue Department,0.0
0,San Taw Win Gems Jewellery,Sale Split,Myanmar Gems Enterprise,908876542.02
0,San Taw Win Gems Jewellery,Sales Royalties,Myanmar Gems Enterprise,284809326.3
0,San Taw Win Gems Jewellery,Emporium Fees,Central Comittee,37091751.86
0,San Taw Win Gems Jewellery,Other significant payments,Myanmar Gems Enterprise,0.0
0,San Taw Win Gems Jewellery,Production Royalties,Myanmar Gems Enterprise,2448500.0
0,San Taw Win Gems Jewellery,Production Royalties,Department of Mines,0.0
0,San Taw Win Gems Jewellery,Permit Fees,Myanmar Gems Enterprise,41610000.0
0,San Taw Win Gems Jewellery,Incentive Fees,Myanmar Gems Enterprise,36617858.86
0,San Taw Win Gems Jewellery,Commercial Tax,Myanmar Gems Enterprise,617386356.54
0,San Taw Win Gems Jewellery,Corporate Income Tax,Internal Revenue Department,0.0
0,San Taw Win Gems Jewellery,Commercial Tax,Internal Revenue Department,0.0
0,San Taw Win Gems Jewellery,Customs Duties,Customs Department,0.0
0,San Taw Win Gems Jewellery,Sales Royalties,Internal Revenue Department,0.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Sale Split,Myanmar Gems Enterprise,173914.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Emporium Fees,Central Comittee,0.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Production Royalties,Myanmar Gems Enterprise,0.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Production Royalties,Department of Mines,0.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Permit Fees,Myanmar Gems Enterprise,0.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Commercial Tax,Myanmar Gems Enterprise,104344.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Corporate Income Tax,Internal Revenue Department,924569626.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Commercial Tax,Internal Revenue Department,4168910590.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Customs Duties,Customs Department,515205350.0
0,Yadanar Kaung Kin Gems JewelleryCoLtd,Sales Royalties,Internal Revenue Department,0.0
0,Mega Stone CoLtd,Sale Split,Myanmar Gems Enterprise,0.0
0,Mega Stone CoLtd,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Mega Stone CoLtd,Emporium Fees,Central Comittee,0.0
0,Mega Stone CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Mega Stone CoLtd,Production Royalties,Myanmar Gems Enterprise,0.0
0,Mega Stone CoLtd,Production Royalties,Department of Mines,0.0
0,Mega Stone CoLtd,Permit Fees,Myanmar Gems Enterprise,0.0
0,Mega Stone CoLtd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Mega Stone CoLtd,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Mega Stone CoLtd,Corporate Income Tax,Internal Revenue Department,0.0
0,Mega Stone CoLtd,Commercial Tax,Internal Revenue Department,0.0
0,Mega Stone CoLtd,Customs Duties,Customs Department,0.0
0,Mega Stone CoLtd,Sales Royalties,Internal Revenue Department,0.0
0,Yadanar San Shwin Gems Co Ltd,Sale Split,Myanmar Gems Enterprise,0.0
0,Yadanar San Shwin Gems Co Ltd,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Yadanar San Shwin Gems Co Ltd,Emporium Fees,Central Comittee,1695623.48
0,Yadanar San Shwin Gems Co Ltd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Yadanar San Shwin Gems Co Ltd,Production Royalties,Myanmar Gems Enterprise,0.0
0,Yadanar San Shwin Gems Co Ltd,Production Royalties,Department of Mines,5178500.0
0,Yadanar San Shwin Gems Co Ltd,Permit Fees,Myanmar Gems Enterprise,348100000.0
0,Yadanar San Shwin Gems Co Ltd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Yadanar San Shwin Gems Co Ltd,Commercial Tax,Myanmar Gems Enterprise,10235239.22
0,Yadanar San Shwin Gems Co Ltd,Corporate Income Tax,Internal Revenue Department,500000.0
0,Yadanar San Shwin Gems Co Ltd,Commercial Tax,Internal Revenue Department,0.0
0,Yadanar San Shwin Gems Co Ltd,Customs Duties,Customs Department,0.0
0,Yadanar San Shwin Gems Co Ltd,Sales Royalties,Internal Revenue Department,0.0
0,Golden Wallet Jewellery CoLtd,Sale Split,Myanmar Gems Enterprise,0.0
0,Golden Wallet Jewellery CoLtd,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Golden Wallet Jewellery CoLtd,Emporium Fees,Central Comittee,3646210.5
0,Golden Wallet Jewellery CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Golden Wallet Jewellery CoLtd,Production Royalties,Myanmar Gems Enterprise,6794200.0
0,Golden Wallet Jewellery CoLtd,Production Royalties,Department of Mines,0.0
0,Golden Wallet Jewellery CoLtd,Permit Fees,Myanmar Gems Enterprise,11900000.0
0,Golden Wallet Jewellery CoLtd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Golden Wallet Jewellery CoLtd,Commercial Tax,Myanmar Gems Enterprise,54624866.5
0,Golden Wallet Jewellery CoLtd,Corporate Income Tax,Internal Revenue Department,4096188.0
0,Golden Wallet Jewellery CoLtd,Commercial Tax,Internal Revenue Department,0.0
0,Golden Wallet Jewellery CoLtd,Customs Duties,Customs Department,596194.0
0,Golden Wallet Jewellery CoLtd,Sales Royalties,Internal Revenue Department,0.0
0,SHWE BYAIN PHYU CO,Sale Split,Myanmar Gems Enterprise,264990994.04
0,SHWE BYAIN PHYU CO,Sales Royalties,Myanmar Gems Enterprise,50711223.4
0,SHWE BYAIN PHYU CO,Emporium Fees,Central Comittee,11149356.74
0,SHWE BYAIN PHYU CO,Other significant payments,Myanmar Gems Enterprise,0.0
0,SHWE BYAIN PHYU CO,Production Royalties,Myanmar Gems Enterprise,0.0
0,SHWE BYAIN PHYU CO,Production Royalties,Department of Mines,43671860.0
0,SHWE BYAIN PHYU CO,Permit Fees,Myanmar Gems Enterprise,35000000.0
0,SHWE BYAIN PHYU CO,Incentive Fees,Myanmar Gems Enterprise,6519821.2
0,SHWE BYAIN PHYU CO,Commercial Tax,Myanmar Gems Enterprise,163194454.54
0,SHWE BYAIN PHYU CO,Corporate Income Tax,Internal Revenue Department,34029837.0
0,SHWE BYAIN PHYU CO,Commercial Tax,Internal Revenue Department,185710451.76
0,SHWE BYAIN PHYU CO,Customs Duties,Customs Department,1706896477.0
0,SHWE BYAIN PHYU CO,Sales Royalties,Internal Revenue Department,38034093.88
0,NILAR YOMA TRADING,Sale Split,Myanmar Gems Enterprise,0.0
0,NILAR YOMA TRADING,Sales Royalties,Myanmar Gems Enterprise,0.0
0,NILAR YOMA TRADING,Emporium Fees,Central Comittee,377392.0
0,NILAR YOMA TRADING,Other significant payments,Myanmar Gems Enterprise,0.0
0,NILAR YOMA TRADING,Production Royalties,Myanmar Gems Enterprise,892850.0
0,NILAR YOMA TRADING,Production Royalties,Department of Mines,0.0
0,NILAR YOMA TRADING,Permit Fees,Myanmar Gems Enterprise,2000000.0
0,NILAR YOMA TRADING,Incentive Fees,Myanmar Gems Enterprise,0.0
0,NILAR YOMA TRADING,Commercial Tax,Myanmar Gems Enterprise,37755446.0
0,NILAR YOMA TRADING,Corporate Income Tax,Internal Revenue Department,0.0
0,NILAR YOMA TRADING,Commercial Tax,Internal Revenue Department,0.0
0,NILAR YOMA TRADING,Customs Duties,Customs Department,0.0
0,NILAR YOMA TRADING,Sales Royalties,Internal Revenue Department,0.0
0,Myanma Gon Yi Gems Jewellery,Sale Split,Myanmar Gems Enterprise,0.0
0,Myanma Gon Yi Gems Jewellery,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Myanma Gon Yi Gems Jewellery,Emporium Fees,Central Comittee,0.0
0,Myanma Gon Yi Gems Jewellery,Other significant payments,Myanmar Gems Enterprise,0.0
0,Myanma Gon Yi Gems Jewellery,Production Royalties,Myanmar Gems Enterprise,0.0
0,Myanma Gon Yi Gems Jewellery,Production Royalties,Department of Mines,0.0
0,Myanma Gon Yi Gems Jewellery,Permit Fees,Myanmar Gems Enterprise,0.0
0,Myanma Gon Yi Gems Jewellery,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Myanma Gon Yi Gems Jewellery,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Myanma Gon Yi Gems Jewellery,Corporate Income Tax,Internal Revenue Department,0.0
0,Myanma Gon Yi Gems Jewellery,Commercial Tax,Internal Revenue Department,0.0
0,Myanma Gon Yi Gems Jewellery,Customs Duties,Customs Department,0.0
0,Myanma Gon Yi Gems Jewellery,Sales Royalties,Internal Revenue Department,0.0
0,Ayar Yadanar,Sale Split,Myanmar Gems Enterprise,0.0
0,Ayar Yadanar,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Ayar Yadanar,Emporium Fees,Central Comittee,22523110.496
0,Ayar Yadanar,Other significant payments,Myanmar Gems Enterprise,0.0
0,Ayar Yadanar,Production Royalties,Myanmar Gems Enterprise,949274930.0
0,Ayar Yadanar,Production Royalties,Department of Mines,0.0
0,Ayar Yadanar,Permit Fees,Myanmar Gems Enterprise,2213700000.0
0,Ayar Yadanar,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Ayar Yadanar,Commercial Tax,Myanmar Gems Enterprise,337493593.597
0,Ayar Yadanar,Corporate Income Tax,Internal Revenue Department,191704892.0
0,Ayar Yadanar,Commercial Tax,Internal Revenue Department,738147702.451
0,Ayar Yadanar,Customs Duties,Customs Department,0.0
0,Ayar Yadanar,Sales Royalties,Internal Revenue Department,0.0
0,Kaung Myat Thukha,Sale Split,Myanmar Gems Enterprise,511192023.06
0,Kaung Myat Thukha,Sales Royalties,Myanmar Gems Enterprise,155616769.7
0,Kaung Myat Thukha,Emporium Fees,Central Comittee,22210734.76
0,Kaung Myat Thukha,Other significant payments,Myanmar Gems Enterprise,0.0
0,Kaung Myat Thukha,Production Royalties,Myanmar Gems Enterprise,63403480.0
0,Kaung Myat Thukha,Production Royalties,Department of Mines,0.0
0,Kaung Myat Thukha,Permit Fees,Myanmar Gems Enterprise,804290000.0
0,Kaung Myat Thukha,Incentive Fees,Myanmar Gems Enterprise,20007194.06
0,Kaung Myat Thukha,Commercial Tax,Myanmar Gems Enterprise,363340844.46
0,Kaung Myat Thukha,Corporate Income Tax,Internal Revenue Department,38652291.0
0,Kaung Myat Thukha,Commercial Tax,Internal Revenue Department,125112923.0
0,Kaung Myat Thukha,Customs Duties,Customs Department,651097.0
0,Kaung Myat Thukha,Sales Royalties,Internal Revenue Department,0.0
0,Unity Gems CoLtd,Sale Split,Myanmar Gems Enterprise,244259977.84
0,Unity Gems CoLtd,Sales Royalties,Myanmar Gems Enterprise,74589730.38
0,Unity Gems CoLtd,Emporium Fees,Central Comittee,53464161.6
0,Unity Gems CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Unity Gems CoLtd,Production Royalties,Myanmar Gems Enterprise,21771534.0
0,Unity Gems CoLtd,Production Royalties,Department of Mines,0.0
0,Unity Gems CoLtd,Permit Fees,Myanmar Gems Enterprise,16200000.0
0,Unity Gems CoLtd,Incentive Fees,Myanmar Gems Enterprise,10013741.98
0,Unity Gems CoLtd,Commercial Tax,Myanmar Gems Enterprise,725371046.02
0,Unity Gems CoLtd,Corporate Income Tax,Internal Revenue Department,0.0
0,Unity Gems CoLtd,Commercial Tax,Internal Revenue Department,0.0
0,Unity Gems CoLtd,Customs Duties,Customs Department,0.0
0,Unity Gems CoLtd,Sales Royalties,Internal Revenue Department,0.0
0,Thiha Three Brothers Gems Jewellery,Sale Split,Myanmar Gems Enterprise,514402426.44
0,Thiha Three Brothers Gems Jewellery,Sales Royalties,Myanmar Gems Enterprise,161882290.82
0,Thiha Three Brothers Gems Jewellery,Emporium Fees,Central Comittee,21003494.42
0,Thiha Three Brothers Gems Jewellery,Other significant payments,Myanmar Gems Enterprise,0.0
0,Thiha Three Brothers Gems Jewellery,Production Royalties,Myanmar Gems Enterprise,0.0
0,Thiha Three Brothers Gems Jewellery,Production Royalties,Department of Mines,1263000.0
0,Thiha Three Brothers Gems Jewellery,Permit Fees,Myanmar Gems Enterprise,46000000.0
0,Thiha Three Brothers Gems Jewellery,Incentive Fees,Myanmar Gems Enterprise,20813379.42
0,Thiha Three Brothers Gems Jewellery,Commercial Tax,Myanmar Gems Enterprise,348995392.06
0,Thiha Three Brothers Gems Jewellery,Corporate Income Tax,Internal Revenue Department,0.0
0,Thiha Three Brothers Gems Jewellery,Commercial Tax,Internal Revenue Department,0.0
0,Thiha Three Brothers Gems Jewellery,Customs Duties,Customs Department,0.0
0,Thiha Three Brothers Gems Jewellery,Sales Royalties,Internal Revenue Department,0.0
0,Emerald Garden,Sale Split,Myanmar Gems Enterprise,256962315.68
0,Emerald Garden,Sales Royalties,Myanmar Gems Enterprise,57540803.74
0,Emerald Garden,Emporium Fees,Central Comittee,10456630.54
0,Emerald Garden,Other significant payments,Myanmar Gems Enterprise,0.0
0,Emerald Garden,Production Royalties,Myanmar Gems Enterprise,0.0
0,Emerald Garden,Production Royalties,Department of Mines,606373090.0
0,Emerald Garden,Permit Fees,Myanmar Gems Enterprise,0.0
0,Emerald Garden,Incentive Fees,Myanmar Gems Enterprise,7397697.54
0,Emerald Garden,Commercial Tax,Myanmar Gems Enterprise,169178365.66
0,Emerald Garden,Corporate Income Tax,Internal Revenue Department,38427.0
0,Emerald Garden,Commercial Tax,Internal Revenue Department,0.0
0,Emerald Garden,Customs Duties,Customs Department,0.0
0,Emerald Garden,Sales Royalties,Internal Revenue Department,0.0
0,Shwe Gaung Gaung Gems,Sale Split,Myanmar Gems Enterprise,343988695.4
0,Shwe Gaung Gaung Gems,Sales Royalties,Myanmar Gems Enterprise,63125936.88
0,Shwe Gaung Gaung Gems,Emporium Fees,Central Comittee,12842628.72
0,Shwe Gaung Gaung Gems,Other significant payments,Myanmar Gems Enterprise,0.0
0,Shwe Gaung Gaung Gems,Production Royalties,Myanmar Gems Enterprise,0.0
0,Shwe Gaung Gaung Gems,Production Royalties,Department of Mines,537095610.0
0,Shwe Gaung Gaung Gems,Permit Fees,Myanmar Gems Enterprise,360000000.0
0,Shwe Gaung Gaung Gems,Incentive Fees,Myanmar Gems Enterprise,8115960.0
0,Shwe Gaung Gaung Gems,Commercial Tax,Myanmar Gems Enterprise,259819103.2
0,Shwe Gaung Gaung Gems,Corporate Income Tax,Internal Revenue Department,2444877.0
0,Shwe Gaung Gaung Gems,Commercial Tax,Internal Revenue Department,0.0
0,Shwe Gaung Gaung Gems,Customs Duties,Customs Department,0.0
0,Shwe Gaung Gaung Gems,Sales Royalties,Internal Revenue Department,0.0
0,Green Light Treasure CoLtd,Sale Split,Myanmar Gems Enterprise,217393.0
0,Green Light Treasure CoLtd,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Green Light Treasure CoLtd,Emporium Fees,Central Comittee,3587254.32
0,Green Light Treasure CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Green Light Treasure CoLtd,Production Royalties,Myanmar Gems Enterprise,26226850.0
0,Green Light Treasure CoLtd,Production Royalties,Department of Mines,0.0
0,Green Light Treasure CoLtd,Permit Fees,Myanmar Gems Enterprise,360000000.0
0,Green Light Treasure CoLtd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Green Light Treasure CoLtd,Commercial Tax,Myanmar Gems Enterprise,53941950.12
0,Green Light Treasure CoLtd,Corporate Income Tax,Internal Revenue Department,436775.0
0,Green Light Treasure CoLtd,Commercial Tax,Internal Revenue Department,0.0
0,Green Light Treasure CoLtd,Customs Duties,Customs Department,0.0
0,Green Light Treasure CoLtd,Sales Royalties,Internal Revenue Department,0.0
0,Xie Family CoLtd,Sale Split,Myanmar Gems Enterprise,109797458.16
0,Xie Family CoLtd,Sales Royalties,Myanmar Gems Enterprise,17316753.32
0,Xie Family CoLtd,Emporium Fees,Central Comittee,3141266.36
0,Xie Family CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Xie Family CoLtd,Production Royalties,Myanmar Gems Enterprise,0.0
0,Xie Family CoLtd,Production Royalties,Department of Mines,0.0
0,Xie Family CoLtd,Permit Fees,Myanmar Gems Enterprise,0.0
0,Xie Family CoLtd,Incentive Fees,Myanmar Gems Enterprise,2226478.36
0,Xie Family CoLtd,Commercial Tax,Myanmar Gems Enterprise,70392038.12
0,Xie Family CoLtd,Corporate Income Tax,Internal Revenue Department,3162464.0
0,Xie Family CoLtd,Commercial Tax,Internal Revenue Department,0.0
0,Xie Family CoLtd,Customs Duties,Customs Department,6344284.0
0,Xie Family CoLtd,Sales Royalties,Internal Revenue Department,0.0
