,company_name,name_of_revenue_stream,paid_to,value_reported
0,Yadanar Pyi Phyo Aung Gems And Jewellery Co Ltd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Yadanar Pyi Phyo Aung Gems And Jewellery Co Ltd,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Yadanar Pyi Phyo Aung Gems And Jewellery Co Ltd,Corporate Income Tax,Internal Revenue Department,60181772.0
0,Yadanar Pyi Phyo Aung Gems And Jewellery Co Ltd,Commercial Tax,Internal Revenue Department,229491435.0
0,Yadanar Pyi Phyo Aung Gems And Jewellery Co Ltd,Customs Duties,Customs Department,62597723.0
0,Yadanar Pyi Phyo Aung Gems And Jewellery Co Ltd,Sales Royalties,Internal Revenue Department,0.0
0,PAING PHYO THIHA GEMS,Sale Split,Myanmar Gems Enterprise,0.0
0,PAING PHYO THIHA GEMS,Sales Royalties,Myanmar Gems Enterprise,784875349.83
0,PAING PHYO THIHA GEMS,Emporium Fees,Central Comittee,100912383.0
0,PAING PHYO THIHA GEMS,Other significant payments,Myanmar Gems Enterprise,0.0
0,PAING PHYO THIHA GEMS,Production Royalties,Myanmar Gems Enterprise,0.0
0,PAING PHYO THIHA GEMS,Production Royalties,Department of Mines,0.0
0,PAING PHYO THIHA GEMS,Permit Fees,Myanmar Gems Enterprise,436000000.0
0,PAING PHYO THIHA GEMS,Incentive Fees,Myanmar Gems Enterprise,0.0
0,PAING PHYO THIHA GEMS,Commercial Tax,Myanmar Gems Enterprise,0.0
0,PAING PHYO THIHA GEMS,Corporate Income Tax,Internal Revenue Department,0.0
0,PAING PHYO THIHA GEMS,Commercial Tax,Internal Revenue Department,0.0
0,PAING PHYO THIHA GEMS,Customs Duties,Customs Department,12469227.0
0,PAING PHYO THIHA GEMS,Sales Royalties,Internal Revenue Department,0.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Sale Split,Myanmar Gems Enterprise,0.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Sales Royalties,Myanmar Gems Enterprise,712559848.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Emporium Fees,Central Comittee,111989207.6
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Production Royalties,Myanmar Gems Enterprise,0.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Production Royalties,Department of Mines,0.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Permit Fees,Myanmar Gems Enterprise,9000000.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Commercial Tax,Myanmar Gems Enterprise,0.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Corporate Income Tax,Internal Revenue Department,4921818.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Commercial Tax,Internal Revenue Department,0.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Customs Duties,Customs Department,0.0
0,EIGHTY THOUSAND GEMS JEWELLERY CoLtd,Sales Royalties,Internal Revenue Department,0.0
0,Tun Naing Aung Gems,Sale Split,Myanmar Gems Enterprise,0.0
0,Tun Naing Aung Gems,Sales Royalties,Myanmar Gems Enterprise,816663380.39
0,Tun Naing Aung Gems,Emporium Fees,Central Comittee,104999271.52
0,Tun Naing Aung Gems,Other significant payments,Myanmar Gems Enterprise,0.0
0,Tun Naing Aung Gems,Production Royalties,Myanmar Gems Enterprise,0.0
0,Tun Naing Aung Gems,Production Royalties,Department of Mines,0.0
0,Tun Naing Aung Gems,Permit Fees,Myanmar Gems Enterprise,760000000.0
0,Tun Naing Aung Gems,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Tun Naing Aung Gems,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Tun Naing Aung Gems,Corporate Income Tax,Internal Revenue Department,3607785.0
0,Tun Naing Aung Gems,Commercial Tax,Internal Revenue Department,830592.0
0,Tun Naing Aung Gems,Customs Duties,Customs Department,13033200.0
0,Tun Naing Aung Gems,Sales Royalties,Internal Revenue Department,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Sale Split,Myanmar Gems Enterprise,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Emporium Fees,Central Comittee,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Other significant payments,Myanmar Gems Enterprise,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Production Royalties,Myanmar Gems Enterprise,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Production Royalties,Department of Mines,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Permit Fees,Myanmar Gems Enterprise,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Corporate Income Tax,Internal Revenue Department,7560000.0
0,Thit Sar Pan U Kyaw Min Naing private,Commercial Tax,Internal Revenue Department,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Customs Duties,Customs Department,0.0
0,Thit Sar Pan U Kyaw Min Naing private,Sales Royalties,Internal Revenue Department,0.0
0,Chaow Brothers Gemstone,Sale Split,Myanmar Gems Enterprise,775711346.41
0,Chaow Brothers Gemstone,Sales Royalties,Myanmar Gems Enterprise,176134312.64
0,Chaow Brothers Gemstone,Emporium Fees,Central Comittee,27687790.25
0,Chaow Brothers Gemstone,Other significant payments,Myanmar Gems Enterprise,0.0
0,Chaow Brothers Gemstone,Production Royalties,Myanmar Gems Enterprise,4521630.0
0,Chaow Brothers Gemstone,Production Royalties,Department of Mines,0.0
0,Chaow Brothers Gemstone,Permit Fees,Myanmar Gems Enterprise,830000000.0
0,Chaow Brothers Gemstone,Incentive Fees,Myanmar Gems Enterprise,19788149.81
0,Chaow Brothers Gemstone,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Chaow Brothers Gemstone,Corporate Income Tax,Internal Revenue Department,1501565.0
0,Chaow Brothers Gemstone,Commercial Tax,Internal Revenue Department,0.0
0,Chaow Brothers Gemstone,Customs Duties,Customs Department,0.0
0,Chaow Brothers Gemstone,Sales Royalties,Internal Revenue Department,0.0
0,Mann Ayer Family CoLtd,Sale Split,Myanmar Gems Enterprise,0.0
0,Mann Ayer Family CoLtd,Sales Royalties,Myanmar Gems Enterprise,688131744.3
0,Mann Ayer Family CoLtd,Emporium Fees,Central Comittee,88474081.41
0,Mann Ayer Family CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Mann Ayer Family CoLtd,Production Royalties,Myanmar Gems Enterprise,0.0
0,Mann Ayer Family CoLtd,Production Royalties,Department of Mines,0.0
0,Mann Ayer Family CoLtd,Permit Fees,Myanmar Gems Enterprise,0.0
0,Mann Ayer Family CoLtd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Mann Ayer Family CoLtd,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Mann Ayer Family CoLtd,Corporate Income Tax,Internal Revenue Department,0.0
0,Mann Ayer Family CoLtd,Commercial Tax,Internal Revenue Department,0.0
0,Mann Ayer Family CoLtd,Customs Duties,Customs Department,0.0
0,Mann Ayer Family CoLtd,Sales Royalties,Internal Revenue Department,0.0
0,111 Gems Jewellery,Sale Split,Myanmar Gems Enterprise,745709312.78
0,111 Gems Jewellery,Sales Royalties,Myanmar Gems Enterprise,385825457.16
0,111 Gems Jewellery,Emporium Fees,Central Comittee,252835313.25
0,111 Gems Jewellery,Other significant payments,Myanmar Gems Enterprise,0.0
0,111 Gems Jewellery,Production Royalties,Myanmar Gems Enterprise,29892780.0
0,111 Gems Jewellery,Production Royalties,Department of Mines,0.0
0,111 Gems Jewellery,Permit Fees,Myanmar Gems Enterprise,0.0
0,111 Gems Jewellery,Incentive Fees,Myanmar Gems Enterprise,16608338.89
0,111 Gems Jewellery,Commercial Tax,Myanmar Gems Enterprise,0.0
0,111 Gems Jewellery,Corporate Income Tax,Internal Revenue Department,3104514.0
0,111 Gems Jewellery,Commercial Tax,Internal Revenue Department,0.0
0,111 Gems Jewellery,Customs Duties,Customs Department,0.0
0,111 Gems Jewellery,Sales Royalties,Internal Revenue Department,0.0
0,Oo Ya Gems Jewellery CoLtd,Sale Split,Myanmar Gems Enterprise,721390255.58
0,Oo Ya Gems Jewellery CoLtd,Sales Royalties,Myanmar Gems Enterprise,193998702.04
0,Oo Ya Gems Jewellery CoLtd,Emporium Fees,Central Comittee,30395412.34
0,Oo Ya Gems Jewellery CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Oo Ya Gems Jewellery CoLtd,Production Royalties,Myanmar Gems Enterprise,0.0
0,Oo Ya Gems Jewellery CoLtd,Production Royalties,Department of Mines,0.0
0,Oo Ya Gems Jewellery CoLtd,Permit Fees,Myanmar Gems Enterprise,0.0
0,Oo Ya Gems Jewellery CoLtd,Incentive Fees,Myanmar Gems Enterprise,16603299.57
0,Oo Ya Gems Jewellery CoLtd,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Oo Ya Gems Jewellery CoLtd,Corporate Income Tax,Internal Revenue Department,1892260.0
0,Oo Ya Gems Jewellery CoLtd,Commercial Tax,Internal Revenue Department,0.0
0,Oo Ya Gems Jewellery CoLtd,Customs Duties,Customs Department,0.0
0,Oo Ya Gems Jewellery CoLtd,Sales Royalties,Internal Revenue Department,0.0
0,Yaza Htarne,Sale Split,Myanmar Gems Enterprise,0.0
0,Yaza Htarne,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Yaza Htarne,Emporium Fees,Central Comittee,0.0
0,Yaza Htarne,Other significant payments,Myanmar Gems Enterprise,0.0
0,Yaza Htarne,Production Royalties,Myanmar Gems Enterprise,0.0
0,Yaza Htarne,Production Royalties,Department of Mines,0.0
0,Yaza Htarne,Permit Fees,Myanmar Gems Enterprise,0.0
0,Yaza Htarne,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Yaza Htarne,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Yaza Htarne,Corporate Income Tax,Internal Revenue Department,0.0
0,Yaza Htarne,Commercial Tax,Internal Revenue Department,0.0
0,Yaza Htarne,Customs Duties,Customs Department,0.0
0,Yaza Htarne,Sales Royalties,Internal Revenue Department,0.0
0,Myanmar Economics Corporation,Sale Split,Myanmar Gems Enterprise,0.0
0,Myanmar Economics Corporation,Sales Royalties,Myanmar Gems Enterprise,526887362.43
0,Myanmar Economics Corporation,Emporium Fees,Central Comittee,56684791.02
0,Myanmar Economics Corporation,Other significant payments,Myanmar Gems Enterprise,0.0
0,Myanmar Economics Corporation,Production Royalties,Myanmar Gems Enterprise,0.0
0,Myanmar Economics Corporation,Production Royalties,Department of Mines,0.0
0,Myanmar Economics Corporation,Permit Fees,Myanmar Gems Enterprise,14000000.0
0,Myanmar Economics Corporation,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Myanmar Economics Corporation,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Myanmar Economics Corporation,Corporate Income Tax,Internal Revenue Department,0.0
0,Myanmar Economics Corporation,Commercial Tax,Internal Revenue Department,0.0
0,Myanmar Economics Corporation,Customs Duties,Customs Department,0.0
0,Myanmar Economics Corporation,Sales Royalties,Internal Revenue Department,0.0
0,Pang Huke Duwa Co Ltd,Sale Split,Myanmar Gems Enterprise,771769667.2
0,Pang Huke Duwa Co Ltd,Sales Royalties,Myanmar Gems Enterprise,142208350.57
0,Pang Huke Duwa Co Ltd,Emporium Fees,Central Comittee,52329965.03
0,Pang Huke Duwa Co Ltd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Pang Huke Duwa Co Ltd,Production Royalties,Myanmar Gems Enterprise,46925540.0
0,Pang Huke Duwa Co Ltd,Production Royalties,Department of Mines,0.0
0,Pang Huke Duwa Co Ltd,Permit Fees,Myanmar Gems Enterprise,0.0
0,Pang Huke Duwa Co Ltd,Incentive Fees,Myanmar Gems Enterprise,17255891.51
0,Pang Huke Duwa Co Ltd,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Pang Huke Duwa Co Ltd,Corporate Income Tax,Internal Revenue Department,0.0
0,Pang Huke Duwa Co Ltd,Commercial Tax,Internal Revenue Department,0.0
0,Pang Huke Duwa Co Ltd,Customs Duties,Customs Department,0.0
0,Pang Huke Duwa Co Ltd,Sales Royalties,Internal Revenue Department,0.0
0,Khun PaOh Gems Jewellery,Sale Split,Myanmar Gems Enterprise,2135148809.14
0,Khun PaOh Gems Jewellery,Sales Royalties,Myanmar Gems Enterprise,355576938.86
0,Khun PaOh Gems Jewellery,Emporium Fees,Central Comittee,73537723.04
0,Khun PaOh Gems Jewellery,Other significant payments,Myanmar Gems Enterprise,0.0
0,Khun PaOh Gems Jewellery,Production Royalties,Myanmar Gems Enterprise,50772600.0
0,Khun PaOh Gems Jewellery,Production Royalties,Department of Mines,0.0
0,Khun PaOh Gems Jewellery,Permit Fees,Myanmar Gems Enterprise,1000000.0
0,Khun PaOh Gems Jewellery,Incentive Fees,Myanmar Gems Enterprise,44886483.07
0,Khun PaOh Gems Jewellery,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Khun PaOh Gems Jewellery,Corporate Income Tax,Internal Revenue Department,2312246.0
0,Khun PaOh Gems Jewellery,Commercial Tax,Internal Revenue Department,0.0
0,Khun PaOh Gems Jewellery,Customs Duties,Customs Department,0.0
0,Khun PaOh Gems Jewellery,Sales Royalties,Internal Revenue Department,0.0
0,Kachin National Development,Sale Split,Myanmar Gems Enterprise,763668300.81
0,Kachin National Development,Sales Royalties,Myanmar Gems Enterprise,146432560.56
0,Kachin National Development,Emporium Fees,Central Comittee,20810229.52
0,Kachin National Development,Other significant payments,Myanmar Gems Enterprise,0.0
0,Kachin National Development,Production Royalties,Myanmar Gems Enterprise,42842100.0
0,Kachin National Development,Production Royalties,Department of Mines,0.0
0,Kachin National Development,Permit Fees,Myanmar Gems Enterprise,334800000.0
0,Kachin National Development,Incentive Fees,Myanmar Gems Enterprise,18826899.52
0,Kachin National Development,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Kachin National Development,Corporate Income Tax,Internal Revenue Department,0.0
0,Kachin National Development,Commercial Tax,Internal Revenue Department,0.0
0,Kachin National Development,Customs Duties,Customs Department,0.0
0,Kachin National Development,Sales Royalties,Internal Revenue Department,0.0
0,Silver Elephant Gems,Sale Split,Myanmar Gems Enterprise,1697009907.45
0,Silver Elephant Gems,Sales Royalties,Myanmar Gems Enterprise,336708464.95
0,Silver Elephant Gems,Emporium Fees,Central Comittee,45026324.2
0,Silver Elephant Gems,Other significant payments,Myanmar Gems Enterprise,0.0
0,Silver Elephant Gems,Production Royalties,Myanmar Gems Enterprise,10938660.0
0,Silver Elephant Gems,Production Royalties,Department of Mines,0.0
0,Silver Elephant Gems,Permit Fees,Myanmar Gems Enterprise,0.0
0,Silver Elephant Gems,Incentive Fees,Myanmar Gems Enterprise,43291538.29
0,Silver Elephant Gems,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Silver Elephant Gems,Corporate Income Tax,Internal Revenue Department,1490871.0
0,Silver Elephant Gems,Commercial Tax,Internal Revenue Department,0.0
0,Silver Elephant Gems,Customs Duties,Customs Department,0.0
0,Silver Elephant Gems,Sales Royalties,Internal Revenue Department,0.0
0,Myo Nwe Gems Jewellery,Sale Split,Myanmar Gems Enterprise,1233234850.41
0,Myo Nwe Gems Jewellery,Sales Royalties,Myanmar Gems Enterprise,739420683.43
0,Myo Nwe Gems Jewellery,Emporium Fees,Central Comittee,172161399.63
0,Myo Nwe Gems Jewellery,Other significant payments,Myanmar Gems Enterprise,0.0
0,Myo Nwe Gems Jewellery,Production Royalties,Myanmar Gems Enterprise,57966900.0
0,Myo Nwe Gems Jewellery,Production Royalties,Department of Mines,0.0
0,Myo Nwe Gems Jewellery,Permit Fees,Myanmar Gems Enterprise,141124000.0
0,Myo Nwe Gems Jewellery,Incentive Fees,Myanmar Gems Enterprise,25718169.62
0,Myo Nwe Gems Jewellery,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Myo Nwe Gems Jewellery,Corporate Income Tax,Internal Revenue Department,300000.0
0,Myo Nwe Gems Jewellery,Commercial Tax,Internal Revenue Department,0.0
0,Myo Nwe Gems Jewellery,Customs Duties,Customs Department,14579862.0
0,Myo Nwe Gems Jewellery,Sales Royalties,Internal Revenue Department,0.0
0,Shining Star Light Gems Jewellery,Sale Split,Myanmar Gems Enterprise,867775672.53
0,Shining Star Light Gems Jewellery,Sales Royalties,Myanmar Gems Enterprise,763780756.31
0,Shining Star Light Gems Jewellery,Emporium Fees,Central Comittee,117094865.9
0,Shining Star Light Gems Jewellery,Other significant payments,Myanmar Gems Enterprise,0.0
0,Shining Star Light Gems Jewellery,Production Royalties,Myanmar Gems Enterprise,50024100.0
0,Shining Star Light Gems Jewellery,Production Royalties,Department of Mines,0.0
0,Shining Star Light Gems Jewellery,Permit Fees,Myanmar Gems Enterprise,22000000.0
0,Shining Star Light Gems Jewellery,Incentive Fees,Myanmar Gems Enterprise,17206758.14
0,Shining Star Light Gems Jewellery,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Shining Star Light Gems Jewellery,Corporate Income Tax,Internal Revenue Department,5524723.0
0,Shining Star Light Gems Jewellery,Commercial Tax,Internal Revenue Department,0.0
0,Shining Star Light Gems Jewellery,Customs Duties,Customs Department,0.0
0,Shining Star Light Gems Jewellery,Sales Royalties,Internal Revenue Department,0.0
0,Myanma Seinn Lei Aung Gems,Sale Split,Myanmar Gems Enterprise,1286246813.29
0,Myanma Seinn Lei Aung Gems,Sales Royalties,Myanmar Gems Enterprise,256783589.92
0,Myanma Seinn Lei Aung Gems,Emporium Fees,Central Comittee,36873063.98
0,Myanma Seinn Lei Aung Gems,Other significant payments,Myanmar Gems Enterprise,0.0
0,Myanma Seinn Lei Aung Gems,Production Royalties,Myanmar Gems Enterprise,15834030.0
0,Myanma Seinn Lei Aung Gems,Production Royalties,Department of Mines,0.0
0,Myanma Seinn Lei Aung Gems,Permit Fees,Myanmar Gems Enterprise,1057160000.0
0,Myanma Seinn Lei Aung Gems,Incentive Fees,Myanmar Gems Enterprise,31895116.11
0,Myanma Seinn Lei Aung Gems,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Myanma Seinn Lei Aung Gems,Corporate Income Tax,Internal Revenue Department,0.0
0,Myanma Seinn Lei Aung Gems,Commercial Tax,Internal Revenue Department,0.0
0,Myanma Seinn Lei Aung Gems,Customs Duties,Customs Department,0.0
0,Myanma Seinn Lei Aung Gems,Sales Royalties,Internal Revenue Department,0.0
0,Myanmar Naing Group,Sale Split,Myanmar Gems Enterprise,1268880117.11
0,Myanmar Naing Group,Sales Royalties,Myanmar Gems Enterprise,215899586.76
0,Myanmar Naing Group,Emporium Fees,Central Comittee,41734109.22
0,Myanmar Naing Group,Other significant payments,Myanmar Gems Enterprise,0.0
0,Myanmar Naing Group,Production Royalties,Myanmar Gems Enterprise,0.0
0,Myanmar Naing Group,Production Royalties,Department of Mines,0.0
0,Myanmar Naing Group,Permit Fees,Myanmar Gems Enterprise,0.0
0,Myanmar Naing Group,Incentive Fees,Myanmar Gems Enterprise,27759094.22
0,Myanmar Naing Group,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Myanmar Naing Group,Corporate Income Tax,Internal Revenue Department,0.0
0,Myanmar Naing Group,Commercial Tax,Internal Revenue Department,0.0
0,Myanmar Naing Group,Customs Duties,Customs Department,0.0
0,Myanmar Naing Group,Sales Royalties,Internal Revenue Department,0.0
0,Pho Thar Htoo Gems Co Ltd,Sale Split,Myanmar Gems Enterprise,1202794090.52
0,Pho Thar Htoo Gems Co Ltd,Sales Royalties,Myanmar Gems Enterprise,254058577.63
0,Pho Thar Htoo Gems Co Ltd,Emporium Fees,Central Comittee,34708845.24
0,Pho Thar Htoo Gems Co Ltd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Pho Thar Htoo Gems Co Ltd,Production Royalties,Myanmar Gems Enterprise,0.0
0,Pho Thar Htoo Gems Co Ltd,Production Royalties,Department of Mines,0.0
0,Pho Thar Htoo Gems Co Ltd,Permit Fees,Myanmar Gems Enterprise,0.0
0,Pho Thar Htoo Gems Co Ltd,Incentive Fees,Myanmar Gems Enterprise,30009150.6
0,Pho Thar Htoo Gems Co Ltd,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Pho Thar Htoo Gems Co Ltd,Corporate Income Tax,Internal Revenue Department,5056.0
0,Pho Thar Htoo Gems Co Ltd,Commercial Tax,Internal Revenue Department,0.0
0,Pho Thar Htoo Gems Co Ltd,Customs Duties,Customs Department,0.0
0,Pho Thar Htoo Gems Co Ltd,Sales Royalties,Internal Revenue Department,0.0
0,RUBY DRAGON JADE GEMS CoLtd,Sale Split,Myanmar Gems Enterprise,1181037712.14
0,RUBY DRAGON JADE GEMS CoLtd,Sales Royalties,Myanmar Gems Enterprise,232317691.32
0,RUBY DRAGON JADE GEMS CoLtd,Emporium Fees,Central Comittee,4479955.48
0,RUBY DRAGON JADE GEMS CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,RUBY DRAGON JADE GEMS CoLtd,Production Royalties,Myanmar Gems Enterprise,2582400.0
0,RUBY DRAGON JADE GEMS CoLtd,Production Royalties,Department of Mines,0.0
0,RUBY DRAGON JADE GEMS CoLtd,Permit Fees,Myanmar Gems Enterprise,1296400000.0
0,RUBY DRAGON JADE GEMS CoLtd,Incentive Fees,Myanmar Gems Enterprise,29869309.47
0,RUBY DRAGON JADE GEMS CoLtd,Commercial Tax,Myanmar Gems Enterprise,0.0
0,RUBY DRAGON JADE GEMS CoLtd,Corporate Income Tax,Internal Revenue Department,6563711.0
0,RUBY DRAGON JADE GEMS CoLtd,Commercial Tax,Internal Revenue Department,0.0
0,RUBY DRAGON JADE GEMS CoLtd,Customs Duties,Customs Department,0.0
0,RUBY DRAGON JADE GEMS CoLtd,Sales Royalties,Internal Revenue Department,0.0
0,Thi Raw Mani Gems Jewellery,Sale Split,Myanmar Gems Enterprise,1250820814.92
0,Thi Raw Mani Gems Jewellery,Sales Royalties,Myanmar Gems Enterprise,231946041.47
0,Thi Raw Mani Gems Jewellery,Emporium Fees,Central Comittee,44650579.07
0,Thi Raw Mani Gems Jewellery,Other significant payments,Myanmar Gems Enterprise,0.0
0,Thi Raw Mani Gems Jewellery,Production Royalties,Myanmar Gems Enterprise,21517380.0
0,Thi Raw Mani Gems Jewellery,Production Royalties,Department of Mines,0.0
0,Thi Raw Mani Gems Jewellery,Permit Fees,Myanmar Gems Enterprise,116800000.0
0,Thi Raw Mani Gems Jewellery,Incentive Fees,Myanmar Gems Enterprise,28536409.33
0,Thi Raw Mani Gems Jewellery,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Thi Raw Mani Gems Jewellery,Corporate Income Tax,Internal Revenue Department,0.0
0,Thi Raw Mani Gems Jewellery,Commercial Tax,Internal Revenue Department,0.0
0,Thi Raw Mani Gems Jewellery,Customs Duties,Customs Department,0.0
0,Thi Raw Mani Gems Jewellery,Sales Royalties,Internal Revenue Department,0.0
0,Kan Par Ni Gems Jewellery CoLtd,Sale Split,Myanmar Gems Enterprise,0.0
0,Kan Par Ni Gems Jewellery CoLtd,Sales Royalties,Myanmar Gems Enterprise,0.0
0,Kan Par Ni Gems Jewellery CoLtd,Emporium Fees,Central Comittee,40632203.0
0,Kan Par Ni Gems Jewellery CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Kan Par Ni Gems Jewellery CoLtd,Production Royalties,Myanmar Gems Enterprise,0.0
0,Kan Par Ni Gems Jewellery CoLtd,Production Royalties,Department of Mines,0.0
0,Kan Par Ni Gems Jewellery CoLtd,Permit Fees,Myanmar Gems Enterprise,536000000.0
0,Kan Par Ni Gems Jewellery CoLtd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Kan Par Ni Gems Jewellery CoLtd,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Kan Par Ni Gems Jewellery CoLtd,Corporate Income Tax,Internal Revenue Department,0.0
0,Kan Par Ni Gems Jewellery CoLtd,Commercial Tax,Internal Revenue Department,0.0
0,Kan Par Ni Gems Jewellery CoLtd,Customs Duties,Customs Department,45698036.0
0,Kan Par Ni Gems Jewellery CoLtd,Sales Royalties,Internal Revenue Department,0.0
0,Golden Grate Wall Gems Co Ltd,Sale Split,Myanmar Gems Enterprise,0.0
0,Golden Grate Wall Gems Co Ltd,Sales Royalties,Myanmar Gems Enterprise,201862560.9
0,Golden Grate Wall Gems Co Ltd,Emporium Fees,Central Comittee,30100220.83
0,Golden Grate Wall Gems Co Ltd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Golden Grate Wall Gems Co Ltd,Production Royalties,Myanmar Gems Enterprise,17336080.0
0,Golden Grate Wall Gems Co Ltd,Production Royalties,Department of Mines,0.0
0,Golden Grate Wall Gems Co Ltd,Permit Fees,Myanmar Gems Enterprise,0.0
0,Golden Grate Wall Gems Co Ltd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Golden Grate Wall Gems Co Ltd,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Golden Grate Wall Gems Co Ltd,Corporate Income Tax,Internal Revenue Department,0.0
0,Golden Grate Wall Gems Co Ltd,Commercial Tax,Internal Revenue Department,0.0
0,Golden Grate Wall Gems Co Ltd,Customs Duties,Customs Department,0.0
0,Golden Grate Wall Gems Co Ltd,Sales Royalties,Internal Revenue Department,0.0
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Sale Split,Myanmar Gems Enterprise,0.0
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Sales Royalties,Myanmar Gems Enterprise,326913286.7
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Emporium Fees,Central Comittee,134470695.29
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Production Royalties,Myanmar Gems Enterprise,0.0
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Production Royalties,Department of Mines,0.0
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Permit Fees,Myanmar Gems Enterprise,0.0
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Incentive Fees,Myanmar Gems Enterprise,0.0
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Commercial Tax,Myanmar Gems Enterprise,0.0
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Corporate Income Tax,Internal Revenue Department,37731710.0
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Commercial Tax,Internal Revenue Department,96886662.0
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Customs Duties,Customs Department,51147800.0
0,Kyauk Gyi Gone Gems Jewellery Co Ltd,Sales Royalties,Internal Revenue Department,0.0
0,Phar Kant Yar Zar Gems Jewellery CoLtd,Sale Split,Myanmar Gems Enterprise,0.0
0,Phar Kant Yar Zar Gems Jewellery CoLtd,Sales Royalties,Myanmar Gems Enterprise,101425133.81
0,Phar Kant Yar Zar Gems Jewellery CoLtd,Emporium Fees,Central Comittee,84233713.33
0,Phar Kant Yar Zar Gems Jewellery CoLtd,Other significant payments,Myanmar Gems Enterprise,0.0
0,Phar Kant Yar Zar Gems Jewellery CoLtd,Production Royalties,Myanmar Gems Enterprise,0.0
0,Phar Kant Yar Zar Gems Jewellery CoLtd,Production Royalties,Department of Mines,0.0
